Código do Cliente,cod material,b2b_status,volume_hl,valor,data_doc,materialPackaging,brand,brand_desc,material,CEP_cliente
18088944,2707296,True,0.9007199999999999,463.59744,2021-01-11,4.0,33.0,Schin,Vidro,68906818
12981552,2708385,True,0.1494,283.4773,2021-01-11,2.0,116.0,Viva Schin,Pet,89805517
12981552,2707296,True,1.49568,0.0,2021-01-11,4.0,33.0,Schin,Vidro,89805517
18088944,2711373,True,0.10306800000000002,114.19127999999999,2021-01-11,7.0,50.0,FYS,Lata,68906818
26543724,2703486,False,0.304128,540.59962,2020-11-13,4.0,40.0,Baden - Baden,Vidro,64004200
26867736,2709384,True,0.149707,27.660159999999998,2020-11-13,7.0,107.0,Devassa,Lata,45656572
24691824,2707230,True,7.659762,428.60454,2020-11-13,7.0,33.0,Schin,Lata,65065210
12981552,2709384,True,1.93404,1136.44998,2020-11-13,7.0,107.0,Devassa,Lata,89805517
24691824,2707296,True,1.4376,277.95362,2020-11-13,4.0,33.0,Schin,Vidro,65065210
19241664,2709513,True,0.73836,1070.92878,2020-11-13,4.0,107.0,Devassa,Vidro,66030760
27129732,2709045,False,0.26163000000000003,53.523869999999995,2020-11-13,2.0,97.0,Itubaina,Pet,65065210
19241664,2700267,False,15.579899999999999,3957.3855000000003,2020-11-13,7.0,12.0,Glacial,Lata,66030760
27129732,2709072,True,0.290448,362.68245,2020-11-13,4.0,52.0,Eisenbahn,Vidro,65065210
26281800,2711250,True,0.22868999999999998,292.18409999999994,2020-09-03,7.0,52.0,Eisenbahn,Lata,60752360
18088944,2707230,False,0.317423,1321.35732,2020-09-03,7.0,33.0,Schin,Lata,68906818
19455504,2709138,True,0.22608,22.603199999999998,2020-09-03,4.0,42.0,Schin No Grau,Vidro,69099244
27489360,2709183,True,2.29824,2881.37806,2020-09-03,4.0,107.0,Devassa,Vidro,54530108
26281800,2709075,True,0.023364,95.54513999999999,2020-09-03,4.0,52.0,Eisenbahn,Vidro,60752360
27489360,2709183,False,8.769599999999999,432.70986000000005,2020-09-03,4.0,107.0,Devassa,Vidro,54530108
27489360,2709183,True,3.3926399999999997,4115.775180000001,2020-09-03,4.0,107.0,Devassa,Vidro,54530108
26281800,2707230,True,0.34306,191.08326,2020-09-03,7.0,33.0,Schin,Lata,60752360
19455504,2707233,True,0.7701119999999999,31.23171,2020-09-03,4.0,33.0,Schin,Vidro,69099244
19455504,2707296,True,0.45432,32.705040000000004,2020-09-03,4.0,33.0,Schin,Vidro,69099244
13426188,2707218,True,0.8588999999999999,606.72866,2020-09-03,7.0,33.0,Schin,Lata,68906818
26349684,2708427,True,0.43812,121.56681,2020-08-12,2.0,116.0,Viva Schin,Pet,70344080
27393336,2701050,True,0.1218,99.97104,2020-08-12,2.0,97.0,Itubaina,Pet,88816276
26349684,2707218,True,1.2516,198.53975,2020-08-12,7.0,33.0,Schin,Lata,70344080
27393336,2700267,True,0.32718,94.43964,2020-08-12,7.0,12.0,Glacial,Lata,88816276
12315348,2700096,True,0.01548,13.84692,2020-08-12,2.0,84.0,Agua Schin,Pet,60752360
19108092,2709393,True,1.7514,1127.955,2020-08-12,7.0,107.0,Devassa,Lata,65065210
26349684,2708385,True,0.11688,0.0,2020-08-12,2.0,116.0,Viva Schin,Pet,70344080
27224268,2709072,True,1.1832479999999999,767.3358,2020-08-12,4.0,52.0,Eisenbahn,Vidro,73358500
19108092,2709393,True,0.8778,3627.607,2020-08-12,7.0,107.0,Devassa,Lata,65065210
27224268,2709072,True,0.709344,0.0,2020-08-12,4.0,52.0,Eisenbahn,Vidro,73358500
26349684,2709396,True,0.21182399999999998,148.6852,2020-08-12,4.0,107.0,Devassa,Vidro,70344080
26349684,2708385,True,1.28304,185.50108,2020-08-12,2.0,116.0,Viva Schin,Pet,70344080
12315348,2709183,True,0.43329599999999996,264.73426,2020-08-12,4.0,107.0,Devassa,Vidro,60752360
27489360,2709183,True,8.45568,335.24388000000005,2020-08-12,4.0,107.0,Devassa,Vidro,54530108
27489360,2701086,True,0.056754,21.958560000000002,2020-08-12,2.0,55.0,Skinka,Pet,54530108
26349684,2701050,True,0.38699999999999996,19.40576,2020-08-12,2.0,97.0,Itubaina,Pet,70344080
14345688,2711250,True,0.75096,966.1652,2020-08-12,7.0,52.0,Eisenbahn,Lata,66030760
12315348,2708400,True,0.11735999999999999,16.178810000000002,2020-08-12,2.0,116.0,Viva Schin,Pet,60752360
19108092,2700267,True,8.94054,2056.4712,2020-08-12,7.0,12.0,Glacial,Lata,65065210
12315348,2707233,True,0.41630399999999995,123.70260999999999,2020-08-12,4.0,33.0,Schin,Vidro,60752360
27393336,2707743,True,0.269195,125.39919,2020-08-12,4.0,52.0,Eisenbahn,Vidro,88816276
27489360,2709393,True,0.171108,89.5664,2020-08-12,7.0,107.0,Devassa,Lata,54530108
14345688,657999,True,0.189648,1258.6870900000001,2021-01-20,4.0,8.0,Dreher,Vidro,66030760
19253016,657999,True,0.004968,15.0936,2021-01-20,4.0,8.0,Dreher,Vidro,69099244
19253016,2700096,True,0.012419999999999999,32.46675,2021-01-20,2.0,84.0,Agua Schin,Pet,69099244
19620228,2707296,True,0.72144,354.95394999999996,2021-01-20,4.0,33.0,Schin,Vidro,65065210
19253016,2707296,False,0.20112,219.429,2021-01-20,4.0,33.0,Schin,Vidro,69099244
19253016,2708400,True,0.16494,41.94872,2021-01-20,2.0,116.0,Viva Schin,Pet,69099244
19253016,2709513,True,0.27827999999999997,102.84864,2021-01-20,4.0,107.0,Devassa,Vidro,69099244
20513220,2709378,True,3.0027359999999996,973.5078,2021-01-20,7.0,107.0,Devassa,Lata,77020530
12402084,2707233,True,0.158976,516.5423999999999,2021-01-20,4.0,33.0,Schin,Vidro,69099244
20513220,2709393,True,0.82908,2222.4585,2021-01-20,7.0,107.0,Devassa,Lata,77020530
19253016,2709513,True,0.01543,0.0,2021-01-20,4.0,107.0,Devassa,Vidro,69099244
19253016,2708385,True,0.28271999999999997,36.68323,2021-01-20,2.0,116.0,Viva Schin,Pet,69099244
20513220,2705343,True,0.086785,129.60216000000003,2021-01-20,4.0,52.0,Eisenbahn,Vidro,77020530
20513220,2700267,True,0.58338,227.83089999999999,2021-01-20,7.0,12.0,Glacial,Lata,77020530
19253016,2707296,False,0.26736000000000004,0.0,2021-01-20,4.0,33.0,Schin,Vidro,69099244
19620228,2707233,True,0.10886399999999999,181.89,2021-01-20,4.0,33.0,Schin,Vidro,65065210
18048060,2709393,False,23.7468,2961.2059999999997,2020-08-13,7.0,107.0,Devassa,Lata,57062643
13426188,2707218,True,0.485184,248.14496000000003,2020-08-13,7.0,33.0,Schin,Lata,68906818
19455504,2708556,True,0.083776,58.094269999999995,2020-08-13,7.0,33.0,Schin,Lata,69099244
26281800,2701575,True,0.25551,132.3125,2020-08-13,4.0,97.0,Itubaina,Vidro,60752360
19455504,2707233,True,1.076112,401.42845,2020-08-13,4.0,33.0,Schin,Vidro,69099244
19455504,2709138,True,0.39239999999999997,68.8622,2020-08-13,4.0,42.0,Schin No Grau,Vidro,69099244
19455504,2707296,True,0.33576,43.2285,2020-08-13,4.0,33.0,Schin,Vidro,69099244
19455504,2709144,False,0.1764,119.03409999999998,2020-08-13,4.0,42.0,Schin No Grau,Vidro,69099244
13426188,2707296,True,0.47124000000000005,1265.77316,2020-08-13,4.0,33.0,Schin,Vidro,68906818
19455504,2707218,True,0.24712800000000004,122.06319999999998,2020-08-13,7.0,33.0,Schin,Lata,69099244
19241664,2709513,True,2.47128,536.3557500000001,2020-08-13,4.0,107.0,Devassa,Vidro,66030760
26281800,2711145,True,0.064386,21.56974,2020-08-13,7.0,97.0,Itubaina,Lata,60752360
19241664,2709393,True,0.7043400000000001,1354.3239,2020-08-13,7.0,107.0,Devassa,Lata,66030760
26281800,2707230,True,0.02828,71.41876,2020-08-13,7.0,33.0,Schin,Lata,60752360
19108092,2709393,True,8.1984,8295.007,2020-09-02,7.0,107.0,Devassa,Lata,65065210
27393336,2711223,False,0.116078,99.0924,2020-09-02,4.0,52.0,Eisenbahn,Vidro,88816276
13426188,2707218,True,0.499968,404.8854600000001,2020-09-02,7.0,33.0,Schin,Lata,68906818
19620228,2709513,True,0.26172,98.0409,2020-09-02,4.0,107.0,Devassa,Vidro,65065210
13426188,2707296,True,3.2166,1141.59723,2020-09-02,4.0,33.0,Schin,Vidro,68906818
27393336,2711250,True,0.168084,31.437030000000004,2020-09-02,7.0,52.0,Eisenbahn,Lata,88816276
26349684,2707218,True,0.7077,63.02581,2020-09-02,7.0,33.0,Schin,Lata,70344080
12315348,2709183,True,0.020627999999999997,0.0,2020-09-02,4.0,107.0,Devassa,Vidro,60752360
12315348,2709183,True,0.13392,389.47229000000004,2020-09-02,4.0,107.0,Devassa,Vidro,60752360
27393336,2705343,True,0.050320000000000004,15.204,2020-09-02,4.0,52.0,Eisenbahn,Vidro,88816276
12315348,2707233,True,0.29375999999999997,45.07161,2020-09-02,4.0,33.0,Schin,Vidro,60752360
19620228,2707233,True,1.08,1182.4086100000002,2020-09-02,4.0,33.0,Schin,Vidro,65065210
19620228,2707296,True,0.73908,38.556000000000004,2020-09-02,4.0,33.0,Schin,Vidro,65065210
26349684,2709378,True,0.626934,643.05419,2020-09-02,7.0,107.0,Devassa,Lata,70344080
20350824,2709075,True,0.39024,292.09264,2021-02-25,4.0,52.0,Eisenbahn,Vidro,73358500
26349684,2709378,True,1.548,1355.7007800000001,2021-02-25,7.0,107.0,Devassa,Lata,70344080
19560132,2709072,True,0.8665919999999999,677.23838,2021-02-25,4.0,52.0,Eisenbahn,Vidro,54530108
2449428,2711250,False,0.247716,0.0,2021-02-25,7.0,52.0,Eisenbahn,Lata,68906818
13426188,2707296,True,0.6318,1942.6641799999998,2021-02-25,4.0,33.0,Schin,Vidro,68906818
2449428,2711250,True,6.381900000000001,443.21116,2021-02-25,7.0,52.0,Eisenbahn,Lata,68906818
13426188,2707218,True,0.515088,283.45824,2021-01-08,7.0,33.0,Schin,Lata,68906818
13426188,2707296,False,2.1609599999999998,605.398,2021-01-08,4.0,33.0,Schin,Vidro,68906818
24691824,2707230,True,3.587735,1071.7789,2021-01-08,7.0,33.0,Schin,Lata,65065210
27489360,2709183,True,0.473904,695.6740000000001,2021-01-08,4.0,107.0,Devassa,Vidro,54530108
20416308,2711250,True,0.18648,332.32005,2021-01-08,7.0,52.0,Eisenbahn,Lata,17032020
26543724,1058160,True,0.0,0.0,2021-01-08,0.0,0.0,,,64004200
19241664,2709183,True,0.87552,2384.9735,2021-01-08,4.0,107.0,Devassa,Vidro,66030760
26543724,2709183,True,1.077696,1196.5669599999999,2021-01-08,4.0,107.0,Devassa,Vidro,64004200
2472120,2711715,True,0.3244,1498.3783500000002,2021-01-08,8.0,65.0,Lagunitas,Barril,65065210
26543724,2709072,True,1.073664,249.45955,2021-01-08,4.0,52.0,Eisenbahn,Vidro,64004200
12981552,2707296,True,0.05424,0.0,2021-01-08,4.0,33.0,Schin,Vidro,89805517
27489360,2701086,False,0.041688,60.7225,2021-01-08,2.0,55.0,Skinka,Pet,54530108
19620228,2709513,True,0.31079999999999997,73.75779,2020-09-09,4.0,107.0,Devassa,Vidro,65065210
24691824,2707296,True,1.0146,558.0432000000001,2020-09-09,4.0,33.0,Schin,Vidro,65065210
19620228,2707296,True,0.52668,287.17335,2020-09-09,4.0,33.0,Schin,Vidro,65065210
13426188,2707296,True,0.28296,243.29307999999997,2020-09-09,4.0,33.0,Schin,Vidro,68906818
18088944,2707230,True,1.603284,56.096940000000004,2020-09-09,7.0,33.0,Schin,Lata,68906818
12315348,2707233,True,0.22478399999999998,44.9565,2020-09-09,4.0,33.0,Schin,Vidro,60752360
24691824,2707230,True,3.432561,379.15017,2020-09-09,7.0,33.0,Schin,Lata,65065210
19620228,2709183,True,0.34992,159.576,2020-09-09,4.0,107.0,Devassa,Vidro,65065210
12315348,2701086,True,0.136782,31.06722,2020-09-09,2.0,55.0,Skinka,Pet,60752360
12315348,2709183,False,0.10771199999999999,86.60361,2020-09-09,4.0,107.0,Devassa,Vidro,60752360
14345688,657999,True,0.419472,40.3865,2020-09-09,4.0,8.0,Dreher,Vidro,66030760
12315348,2701104,True,0.17382599999999998,35.99418,2020-09-09,2.0,55.0,Skinka,Pet,60752360
19455504,2707233,True,1.1232,557.64099,2020-06-10,4.0,33.0,Schin,Vidro,69099244
14345688,2709393,True,0.9559199999999999,682.3185,2020-06-10,7.0,107.0,Devassa,Lata,66030760
19455504,2707218,True,0.169428,75.04496999999999,2020-06-10,7.0,33.0,Schin,Lata,69099244
26349684,2709378,True,0.8059660000000001,87.89014,2020-06-10,7.0,107.0,Devassa,Lata,70344080
19455504,2709144,True,0.20879999999999999,12.0939,2020-06-10,4.0,42.0,Schin No Grau,Vidro,69099244
26349684,2708427,True,0.06720000000000001,45.41928,2020-06-10,2.0,116.0,Viva Schin,Pet,70344080
14345688,2709393,True,0.10848600000000001,0.0,2020-06-10,7.0,107.0,Devassa,Lata,66030760
26349684,2705343,True,0.07518000000000001,91.76544,2020-06-10,4.0,52.0,Eisenbahn,Vidro,70344080
26867736,2701086,True,0.026892,64.34624,2020-06-10,2.0,55.0,Skinka,Pet,45656572
26349684,2709378,True,0.035872,0.0,2020-06-10,7.0,107.0,Devassa,Lata,70344080
26867736,2709384,True,0.243854,159.57729999999998,2020-06-10,7.0,107.0,Devassa,Lata,45656572
26867736,2709393,True,0.192528,30.227339999999998,2020-06-10,7.0,107.0,Devassa,Lata,45656572
26349684,2708385,True,0.6048,172.01967000000002,2020-06-10,2.0,116.0,Viva Schin,Pet,70344080
26349684,2701050,True,0.8974799999999999,57.305600000000005,2020-06-10,2.0,97.0,Itubaina,Pet,70344080
26349684,2708340,True,0.31104,82.68338000000001,2020-06-10,2.0,116.0,Viva Schin,Pet,70344080
26349684,2708385,True,0.29375999999999997,0.0,2020-06-10,2.0,116.0,Viva Schin,Pet,70344080
19455504,2709138,True,0.063216,81.88119999999999,2020-06-10,4.0,42.0,Schin No Grau,Vidro,69099244
19108092,2700267,True,0.317226,437.28984,2020-06-10,7.0,12.0,Glacial,Lata,65065210
19108092,2700267,True,3.966354,1239.1444800000002,2020-06-10,7.0,12.0,Glacial,Lata,65065210
19455504,2707296,True,0.41231999999999996,43.50811,2020-06-10,4.0,33.0,Schin,Vidro,69099244
26867736,2700069,True,0.3501,94.29624,2020-06-10,2.0,84.0,Agua Schin,Pet,45656572
13426188,2707296,True,0.53928,332.89984000000004,2020-06-10,4.0,33.0,Schin,Vidro,68906818
26349684,2708445,True,0.17784,87.28774000000001,2020-06-10,2.0,116.0,Viva Schin,Pet,70344080
13426188,2707218,False,0.663516,235.54422,2020-06-10,7.0,33.0,Schin,Lata,68906818
26867736,2700045,True,0.6066900000000001,98.05236000000001,2020-06-10,2.0,84.0,Agua Schin,Pet,45656572
12981552,2708556,True,2.169216,2573.6643,2020-09-28,7.0,33.0,Schin,Lata,89805517
27129732,2701053,True,1.1586239999999999,350.3604,2020-09-28,4.0,97.0,Itubaina,Vidro,65065210
12981552,2707296,True,0.1758,0.0,2020-09-28,4.0,33.0,Schin,Vidro,89805517
2472120,2711715,False,0.30200000000000005,2377.3104900000003,2020-09-28,8.0,65.0,Lagunitas,Barril,65065210
12981552,2700096,True,0.8472,49.36365,2020-09-28,2.0,84.0,Agua Schin,Pet,89805517
13426188,2707233,True,0.3132,85.30529,2020-09-28,4.0,33.0,Schin,Vidro,68906818
13426188,2707296,True,0.77532,255.65571999999997,2020-09-28,4.0,33.0,Schin,Vidro,68906818
27489360,2709183,False,0.22104,157.07282,2020-09-28,4.0,107.0,Devassa,Vidro,54530108
13426188,2707218,True,0.35196,51.682770000000005,2020-09-28,7.0,33.0,Schin,Lata,68906818
12981552,2708385,True,1.8295199999999998,65.09,2020-09-28,2.0,116.0,Viva Schin,Pet,89805517
18088944,2707230,True,0.634846,472.25796,2020-09-28,7.0,33.0,Schin,Lata,68906818
12981552,2708556,True,4.638635999999999,1600.8142500000001,2020-09-28,7.0,33.0,Schin,Lata,89805517
18088944,2707173,True,0.344132,29.610329999999998,2020-09-28,7.0,52.0,Eisenbahn,Lata,68906818
12981552,2707296,True,24.4404,12074.936459999999,2020-09-28,4.0,33.0,Schin,Vidro,89805517
19455504,2707233,True,1.119312,156.7431,2020-09-17,4.0,33.0,Schin,Vidro,69099244
19455504,2709138,True,0.43862399999999996,198.69668,2020-09-17,4.0,42.0,Schin No Grau,Vidro,69099244
13426188,2707218,True,0.53214,252.59526,2020-09-17,7.0,33.0,Schin,Lata,68906818
13021080,2707233,True,1.135296,504.71882999999997,2020-09-17,4.0,33.0,Schin,Vidro,41340170
27489360,2701086,True,0.13608,20.05408,2020-09-17,2.0,55.0,Skinka,Pet,54530108
19455504,2707218,True,0.15086400000000003,105.3648,2020-09-17,7.0,33.0,Schin,Lata,69099244
13426188,2707296,True,2.3784,1577.20122,2020-09-17,4.0,33.0,Schin,Vidro,68906818
27489360,2709393,True,0.122976,333.33296,2020-09-17,7.0,107.0,Devassa,Lata,54530108
19455504,2709144,True,0.21431999999999998,13.11018,2020-09-17,4.0,42.0,Schin No Grau,Vidro,69099244
19455504,2707296,True,0.6389999999999999,382.11051,2020-09-17,4.0,33.0,Schin,Vidro,69099244
19108092,2709393,True,1.0542,5571.109329999999,2020-09-17,7.0,107.0,Devassa,Lata,65065210
13021080,2709183,True,0.899712,928.49248,2020-09-17,4.0,107.0,Devassa,Vidro,41340170
13021080,2709075,True,0.15228,41.7267,2020-09-17,4.0,52.0,Eisenbahn,Vidro,41340170
19455504,2708556,True,0.199552,103.13856,2020-09-17,7.0,33.0,Schin,Lata,69099244
12981552,2705343,True,0.055080000000000004,25.19757,2021-01-18,4.0,52.0,Eisenbahn,Vidro,89805517
12981552,2708385,True,0.7494000000000001,106.7479,2021-01-18,2.0,116.0,Viva Schin,Pet,89805517
27878544,2709045,True,0.22018500000000002,41.6745,2021-01-18,2.0,97.0,Itubaina,Pet,56950971
18048060,2709393,True,4.3932,887.11,2021-01-18,7.0,107.0,Devassa,Lata,57062643
12981552,2707296,True,0.5088,0.0,2021-01-18,4.0,33.0,Schin,Vidro,89805517
19241664,2700270,True,40.924800000000005,13617.94296,2021-01-18,4.0,12.0,Glacial,Vidro,66030760
27878544,2711250,True,0.096516,166.83512000000002,2021-01-18,7.0,52.0,Eisenbahn,Lata,56950971
19241664,2709378,True,7.020899999999999,1217.70832,2021-01-18,7.0,107.0,Devassa,Lata,66030760
12981552,2701086,True,0.0864,76.30818,2021-01-18,2.0,55.0,Skinka,Pet,89805517
19241664,2709183,True,7.59456,1973.6780699999997,2021-01-18,4.0,107.0,Devassa,Vidro,66030760
18088944,2707296,True,0.7776000000000001,657.6312,2021-01-18,4.0,33.0,Schin,Vidro,68906818
12981552,2707296,True,8.30988,4328.98816,2021-01-18,4.0,33.0,Schin,Vidro,89805517
16380564,2705343,True,0.50949,88.26848000000001,2021-01-18,4.0,52.0,Eisenbahn,Vidro,41340170
18048060,2709393,True,4.453596,2513.8273,2021-01-18,7.0,107.0,Devassa,Lata,57062643
18088944,2707230,False,2.5650999999999997,1887.7225199999998,2021-01-18,7.0,33.0,Schin,Lata,68906818
24200784,2709072,True,0.756432,208.13789,2021-01-18,4.0,52.0,Eisenbahn,Vidro,14021020
12981552,2709393,True,0.98994,615.80358,2021-01-18,7.0,107.0,Devassa,Lata,89805517
16380564,2701050,True,0.03576,69.04125,2021-01-18,2.0,97.0,Itubaina,Pet,41340170
29596344,2709072,False,0.15047999999999997,1470.041,2021-01-18,4.0,52.0,Eisenbahn,Vidro,68906818
27878544,2706963,True,0.03066,45.69362999999999,2021-01-18,7.0,97.0,Itubaina,Lata,56950971
20416308,2705343,True,0.12002,257.54912,2021-01-06,4.0,52.0,Eisenbahn,Vidro,17032020
12402084,2707233,True,1.36728,284.09832,2021-01-06,4.0,33.0,Schin,Vidro,69099244
27393336,2701050,True,1.446,786.3857999999999,2021-01-06,2.0,97.0,Itubaina,Pet,88816276
19620228,2709183,False,0.44438399999999995,249.51378,2021-01-06,4.0,107.0,Devassa,Vidro,65065210
19620228,2707233,False,0.567072,126.28121,2021-01-06,4.0,33.0,Schin,Vidro,65065210
20416308,2709513,True,1.3094400000000002,374.51314,2021-01-06,4.0,107.0,Devassa,Vidro,17032020
27393336,2713488,False,0.107688,11.870970000000002,2021-01-06,7.0,50.0,FYS,Lata,88816276
19620228,2707296,True,0.2808,391.26108999999997,2021-01-06,4.0,33.0,Schin,Vidro,65065210
12315348,2708373,True,0.1488,7.018109999999999,2021-01-06,2.0,116.0,Viva Schin,Pet,60752360
27393336,2700327,True,0.026171999999999997,49.92939,2021-01-06,4.0,40.0,Baden - Baden,Vidro,88816276
27393336,2708496,True,0.033228,90.97062,2021-01-06,4.0,40.0,Baden - Baden,Vidro,88816276
12402084,2709183,True,0.27561599999999997,164.94799999999998,2021-01-06,4.0,107.0,Devassa,Vidro,69099244
12315348,2708400,True,0.023880000000000002,52.34129999999999,2021-01-06,2.0,116.0,Viva Schin,Pet,60752360
27607140,2709072,True,1.3392,1053.72292,2021-01-06,4.0,52.0,Eisenbahn,Vidro,54530108
12315348,2709183,True,0.105984,527.83495,2021-01-06,4.0,107.0,Devassa,Vidro,60752360
12315348,2707233,True,0.29174399999999995,284.03598,2021-01-06,4.0,33.0,Schin,Vidro,60752360
19108092,2709378,True,3.665394,2370.7039999999997,2020-06-09,7.0,107.0,Devassa,Lata,65065210
19108092,2700270,False,3.6334079999999997,1772.2265399999999,2020-06-09,4.0,12.0,Glacial,Vidro,65065210
26349684,2708445,True,0.37548,155.98245,2020-08-27,2.0,116.0,Viva Schin,Pet,70344080
19455504,2707218,True,0.073836,28.92553,2020-08-27,7.0,33.0,Schin,Lata,69099244
2449428,2708427,False,2.1888,616.5024,2020-08-27,2.0,116.0,Viva Schin,Pet,68906818
13426188,2707233,True,0.387648,209.03757,2020-08-27,4.0,33.0,Schin,Vidro,68906818
2449428,2709384,True,0.148596,0.0,2020-08-27,7.0,107.0,Devassa,Lata,68906818
2449428,2708445,True,3.1014000000000004,920.03328,2020-08-27,2.0,116.0,Viva Schin,Pet,68906818
26281800,2707218,True,0.63105,121.0,2020-08-27,7.0,33.0,Schin,Lata,60752360
2449428,2708385,True,4.26768,0.0,2020-08-27,2.0,116.0,Viva Schin,Pet,68906818
2449428,2707230,True,49.773182000000006,25568.06133,2020-08-27,7.0,33.0,Schin,Lata,68906818
12981552,2707296,True,5.8428,2363.19572,2020-08-27,4.0,33.0,Schin,Vidro,89805517
26349684,2708385,True,0.29748,0.0,2020-08-27,2.0,116.0,Viva Schin,Pet,70344080
26349684,2705343,True,0.094332,35.57304,2020-08-27,4.0,52.0,Eisenbahn,Vidro,70344080
26349684,2708385,True,0.25476000000000004,11.47188,2020-08-27,2.0,116.0,Viva Schin,Pet,70344080
13426188,2707218,True,0.519624,394.94616,2020-08-27,7.0,33.0,Schin,Lata,68906818
26349684,2707218,False,0.06215999999999999,299.24586999999997,2020-08-27,7.0,33.0,Schin,Lata,70344080
26349684,2708451,True,0.2928,110.8168,2020-08-27,2.0,116.0,Viva Schin,Pet,70344080
26281800,2705343,True,0.068292,96.23795999999999,2020-08-27,4.0,52.0,Eisenbahn,Vidro,60752360
2449428,2707230,True,2.9643930000000003,0.0,2020-08-27,7.0,33.0,Schin,Lata,68906818
26281800,2700267,True,0.64764,263.05884000000003,2020-08-27,7.0,12.0,Glacial,Lata,60752360
19455504,2707233,False,0.87552,725.4532399999999,2020-08-27,4.0,33.0,Schin,Vidro,69099244
2449428,2708340,True,1.944,59.040929999999996,2020-08-27,2.0,116.0,Viva Schin,Pet,68906818
13426188,2707296,True,0.56952,443.9171,2020-08-27,4.0,33.0,Schin,Vidro,68906818
26349684,2701050,True,0.85284,106.01536,2020-08-27,2.0,97.0,Itubaina,Pet,70344080
13426188,2709393,False,0.087192,57.020039999999995,2020-08-27,7.0,107.0,Devassa,Lata,68906818
12981552,2705343,True,0.061795,250.3875,2020-08-27,4.0,52.0,Eisenbahn,Vidro,89805517
19108092,2711250,True,0.756,2286.3845,2020-09-22,7.0,52.0,Eisenbahn,Lata,65065210
19108092,2700267,True,0.28140000000000004,909.54006,2020-09-22,7.0,12.0,Glacial,Lata,65065210
19108092,2709513,True,1.94184,1040.2196299999998,2020-09-22,4.0,107.0,Devassa,Vidro,65065210
19108092,2711250,True,1.2936,3252.2495900000004,2020-09-22,7.0,52.0,Eisenbahn,Lata,65065210
19108092,2711250,True,4.0698,5205.13252,2020-09-29,7.0,52.0,Eisenbahn,Lata,65065210
19108092,2700096,True,0.52308,35.3322,2020-09-29,2.0,84.0,Agua Schin,Pet,65065210
19108092,2709378,True,3.9087919999999996,2467.49652,2020-09-29,7.0,107.0,Devassa,Lata,65065210
19241664,2709183,True,1.98288,433.79518,2020-09-29,4.0,107.0,Devassa,Vidro,66030760
19108092,2709378,True,0.079335,272.2263,2020-09-29,7.0,107.0,Devassa,Lata,65065210
12981552,2707296,True,0.27599999999999997,0.0,2021-04-26,4.0,33.0,Schin,Vidro,89805517
18088944,2707230,True,2.525375,405.40434,2021-04-26,7.0,33.0,Schin,Lata,68906818
13426188,2707233,True,0.341136,77.92974000000001,2021-04-26,4.0,33.0,Schin,Vidro,68906818
12981552,2707296,True,3.5548800000000003,5963.74884,2021-04-26,4.0,33.0,Schin,Vidro,89805517
19241664,2709183,True,0.7464959999999999,0.0,2021-04-26,4.0,107.0,Devassa,Vidro,66030760
18088944,2707296,True,0.6911999999999999,801.52872,2021-04-26,4.0,33.0,Schin,Vidro,68906818
19241664,2709183,True,6.1344,3002.36664,2021-04-26,4.0,107.0,Devassa,Vidro,66030760
18088944,2711373,,0.11327400000000001,39.530759999999994,2021-04-26,7.0,50.0,FYS,Lata,68906818
13426188,2707230,True,0.174894,183.5652,2021-04-26,7.0,33.0,Schin,Lata,68906818
25852692,2711250,True,0.082236,144.4829,2021-04-26,7.0,52.0,Eisenbahn,Lata,69099244
13426188,2707296,True,1.1663999999999999,823.07064,2021-04-26,4.0,33.0,Schin,Vidro,68906818
16380564,2705343,True,0.49181,27.47745,2021-04-26,4.0,52.0,Eisenbahn,Vidro,41340170
24200784,2709072,True,1.1052,200.21472,2021-04-26,4.0,52.0,Eisenbahn,Vidro,14021020
25852692,2709072,True,0.03168,66.65024,2021-04-26,4.0,52.0,Eisenbahn,Vidro,69099244
18088944,2707173,True,0.13821,209.03302,2021-04-26,7.0,52.0,Eisenbahn,Lata,68906818
19620228,2707296,True,0.64032,74.68560000000001,2021-04-22,4.0,33.0,Schin,Vidro,65065210
12981552,2707296,True,13.65504,2704.26084,2021-04-22,4.0,33.0,Schin,Vidro,89805517
24441408,2701050,True,3.4236,47.242650000000005,2021-04-22,2.0,97.0,Itubaina,Pet,17032020
24441408,2707743,True,0.12257,439.96555,2021-04-22,4.0,52.0,Eisenbahn,Vidro,17032020
24441408,2700327,False,0.034559999999999994,42.466049999999996,2021-04-22,4.0,40.0,Baden - Baden,Vidro,17032020
12981552,2707296,True,1.48464,0.0,2021-04-22,4.0,33.0,Schin,Vidro,89805517
19455504,2707233,True,0.037008,0.0,2021-04-22,4.0,33.0,Schin,Vidro,69099244
19455504,2707233,True,1.97712,250.59027,2021-04-22,4.0,33.0,Schin,Vidro,69099244
12402084,2707233,True,0.6333119999999999,159.26724000000002,2021-04-22,4.0,33.0,Schin,Vidro,69099244
24441408,2703486,True,0.216504,28.80405,2021-04-22,4.0,40.0,Baden - Baden,Vidro,17032020
20416308,2705343,False,0.023100000000000002,85.20142000000001,2021-04-22,4.0,52.0,Eisenbahn,Vidro,17032020
24441408,2705343,True,0.236856,399.78012,2021-04-22,4.0,52.0,Eisenbahn,Vidro,17032020
