sk_cliente,sk_produto,volume_hl,valor,b2b_status
4,2,0.46512,417.40145999999993,true
36,14,0.39787199999999995,637.10556,true
40,14,0.06119999999999999,530.87226,true
39,14,0.655542,228.51909999999998,true
12,2,2.7312600000000002,2933.4851000000003,false
12,14,2.1384000000000003,3917.088,true
2,14,4.031424,2265.84744,true
54,14,2.13552,3297.59394,false
18,14,0.369768,2309.2375,true
18,14,0.173824,0.0,true
15,14,0.17020799999999997,83.51249,true
12,2,0.3024,356.6783199999999,true
28,14,0.43718599999999996,479.1518,true
54,14,0.010665000000000001,394.67735999999996,false
15,1,0.00972,38.98975,true
54,2,0.051264,867.4943999999999,true
22,2,0.198492,0.0,false
11,22,0.26711999999999997,274.34862,false
15,22,0.455952,63.112629999999996,true
11,3,0.044772000000000006,120.9756,true
4,22,0.718416,304.9524,true
5,14,0.290404,0.0,true
9,14,0.422496,957.2903999999999,true
40,2,0.286416,292.2011,false
27,2,1.593648,689.34691,true
39,22,0.38682,628.30617,true
45,14,0.7868400000000001,1126.83226,true
23,14,0.493671,306.74112,true
15,22,1.094256,265.49146,true
11,22,0.4925999999999999,888.8795999999999,false
11,2,1.07352,388.51356,false
15,22,0.189504,0.0,true
45,3,0.01476,24.03162,true
36,22,0.33791999999999994,46.61733,true
50,2,0.328563,316.9368,true
2,6,1.158,2719.59111,true
9,2,0.039606,322.831,true
1,6,0.04179,197.45432,true
11,22,0.27669599999999994,1030.103,true
16,14,1.1685600000000003,6344.097210000001,false
18,14,0.403032,372.82532,true
9,8,0.012896000000000001,28.48816,true
31,14,0.3024,586.8772,false
8,2,0.43428,854.622,false
15,22,0.07200000000000001,0.0,false
28,14,0.127032,146.18352000000002,true
15,22,0.38016,283.16995000000003,true
45,14,2.2239,1644.90966,true
50,2,0.074052,22.818359999999995,true
39,2,0.815056,2023.16148,true
11,14,0.18351699999999999,35.83976,true
16,14,0.061824000000000004,0.0,false
36,22,0.061343999999999996,220.30970000000002,true
50,14,1.2592800000000002,1537.5304,true
40,14,0.20790499999999998,574.5511,true
16,14,0.11336500000000001,0.0,true
22,2,0.018144,0.0,true
12,13,0.714,611.4709,true
9,14,0.276026,191.71389999999997,true
18,14,0.043687000000000004,277.9376,true
22,9,0.32904,223.14491999999998,false
9,22,0.225648,83.34651999999998,true
13,13,5.1105599999999995,6865.12476,true
9,11,0.07055,73.24199999999999,true
51,14,6.36372,12021.90912,false
47,2,0.293616,186.36338,true
37,14,4.62528,9621.065999999999,true
37,14,0.375984,0.0,true
47,2,0.975888,673.58376,true
37,14,0.033936,289.10997000000003,true
47,20,0.0,0.0,true
43,2,0.22391999999999998,68.40935999999999,true
51,2,0.20156400000000002,446.6958199999999,true
47,14,2.291328,1633.64448,true
37,14,0.058776,477.29600000000005,true
47,14,0.21772799999999998,79.04424,true
47,14,2.12184,3229.9476299999997,false
43,15,0.80208,602.33,true
51,17,0.36040000000000005,141.5345,true
37,14,0.028756,0.0,true
47,2,0.273024,1576.7347199999997,true
51,14,0.350918,706.9947000000001,true
37,2,0.09141,216.71520000000004,false
26,14,87.95479999999999,46822.48704,true
1,14,12.5874,1129.92016,true
26,14,0.881536,0.0,true
1,14,0.5944679999999999,0.0,false
43,14,0.724032,1958.3773800000001,true
21,2,0.011904,68.03246999999999,false
16,2,0.34415999999999997,228.54611,true
21,22,0.657504,0.0,true
23,14,1.064448,1750.0224,true
4,22,0.25084799999999996,0.0,true
50,2,0.302496,241.19976000000003,false
5,14,0.32991,777.48,true
21,14,0.08974399999999999,38.4,true
15,22,0.56664,378.00359999999995,true
58,14,0.349344,200.7629,true
21,1,0.41688,59.73296,true
50,14,1.161,1566.10293,true
4,22,1.5431039999999998,475.145,true
15,22,0.49651199999999995,28.52466,true
21,14,0.025487999999999997,35.56008,true
4,14,0.01344,46.05855,true
26,14,2.5852,0.0,true
58,2,0.40492799999999995,648.90792,true
50,14,0.063576,17.688840000000003,true
21,9,0.033642000000000005,77.24777999999999,true
21,25,0.097632,64.04909,true
16,14,0.24739199999999997,0.0,true
16,14,15.412032,9238.572,true
22,9,1.23192,882.2923999999999,true
16,9,0.21319199999999996,0.0,true
50,14,0.24191999999999997,64.49,true
21,9,0.143424,190.16986,true
58,14,0.100584,3138.3566499999997,true
23,14,0.076032,117.66936000000001,true
50,2,0.079464,259.22200000000004,true
16,3,0.047082000000000006,84.07528,true
15,23,0.411552,109.15100000000001,true
22,2,4.627338,4093.5279199999995,true
50,14,1.39272,2528.5504,true
21,2,0.8929440000000001,799.60568,true
21,22,10.014048,4336.53395,true
16,2,0.9521999999999999,439.21705000000003,true
4,2,0.19929599999999997,302.80031999999994,false
26,14,50.6088,13544.322099999998,false
23,2,2.0512799999999998,713.2224,true
20,9,1.59012,1367.031,true
7,2,0.28392,14.551040000000002,true
37,14,0.07543200000000001,582.37004,true
15,27,0.62136,150.82938000000001,true
20,14,0.70623,250.79999999999998,true
52,6,0.001936,402.86154999999997,true
33,14,0.14472,153.11916,false
32,2,1.2516,2130.6415500000003,false
32,2,0.07322400000000001,164.76876000000001,true
53,14,3.66696,3673.30424,true
7,22,0.14964,0.0,true
40,14,0.378864,490.68192000000005,true
32,14,0.7912799999999999,2256.8649,true
25,14,0.217656,125.3304,true
40,2,0.172368,92.43696,true
52,7,0.009027,16.29124,true
13,9,9.606528,5501.8742999999995,true
37,14,0.45086399999999993,581.14196,true
15,23,0.07536,140.76918,true
53,2,4.57632,787.37355,true
40,14,0.385125,618.14942,false
53,9,1.34064,1013.50353,true
52,2,0.044296,91.23060000000001,true
13,9,1.203552,0.0,true
32,7,0.39375,159.21792,true
13,9,2.4062400000000004,4572.684899999999,true
20,9,0.7240639999999999,744.8558999999999,true
15,27,0.15936,44.766999999999996,true
13,14,1.090584,1080.7,false
52,14,0.164472,71.40209999999999,true
52,14,0.081564,46.61955,true
32,7,0.87984,147.31145,true
52,12,0.054054,35.58632,true
37,14,0.657216,6576.0058,true
20,14,0.486288,554.795,true
13,9,12.8688,6257.333460000001,true
32,3,0.100674,158.72016,true
20,14,0.38392200000000004,381.7575,true
33,2,0.318816,55.347660000000005,true
52,14,18.8352,14339.1968,false
13,9,0.454986,0.0,true
7,22,0.81,1449.31392,true
7,22,0.43358399999999997,156.25953,true
32,14,0.183624,284.96341,true
13,9,0.88512,0.0,true
29,22,21.621599999999997,8855.6325,true
1,14,9.166500000000001,5439.0275,true
12,13,0.08740799999999999,0.0,true
12,13,3.9095999999999997,520.05461,true
1,14,0.40017600000000003,0.0,true
45,14,0.38016,134.75328,true
51,14,0.39626399999999995,0.0,true
51,6,0.003806,333.0456,false
51,17,0.272214,303.05214,true
32,7,0.01075,27.0512,false
28,14,0.17712,1827.16498,true
12,13,0.5187,1471.88775,true
51,14,0.20354399999999997,98.34,false
11,22,0.9259109999999999,56.617239999999995,true
35,2,0.9029999999999999,1379.24822,true
1,14,0.87528,0.0,true
11,2,0.44574,39.30028,true
51,14,1.2576960000000001,2824.7144000000003,true
48,2,0.47478899999999996,152.27436,true
48,14,0.36547199999999996,571.4876399999999,false
32,7,0.222284,58.944340000000004,true
32,7,0.51012,100.59504,true
51,14,7.859808,1209.09023,true
32,14,0.03621,58.44544,true
32,14,19.435499999999998,11896.43697,true
48,14,1.6446,217.42175,true
1,14,11.53152,39046.32701,false
32,7,0.33132,39.41123999999999,true
12,14,1.820016,3058.69,true
48,2,0.357,830.0684,true
11,14,0.338661,140.83182,true
45,14,5.53392,627.8864000000001,true
28,22,0.3348,0.0,true
11,22,0.9964799999999999,377.99652000000003,true
29,22,0.46662,0.0,true
51,6,0.005333999999999999,0.0,true
45,2,0.7679699999999999,651.56868,true
26,2,0.20655000000000004,0.0,true
2,17,0.9504,131.70726000000002,true
48,14,2.57544,2326.63104,false
45,14,0.45276,2353.65606,true
1,14,6.969199999999999,5239.250499999999,true
29,14,5.4474,14930.12255,true
28,22,1.64088,619.7520000000001,true
1,14,2.8512,47007.06139999999,true
23,9,0.15191999999999997,326.18526,true
52,14,34.261919999999996,30872.217599999996,true
10,14,0.668448,640.77072,false
17,22,0.034728,0.0,true
38,2,0.013524000000000001,0.0,true
23,2,0.04325999999999999,470.8896,true
10,14,0.410112,739.92,true
38,15,0.11272800000000001,76.43025,true
17,9,0.3096,157.07342,true
23,13,0.39312,1047.8481,false
42,14,3.5259840000000002,4826.77536,true
10,13,0.24779999999999996,155.6268,true
25,9,4.842263999999999,7927.579,true
52,14,39.135096000000004,51434.0736,true
25,22,1.721664,85.26146999999999,true
56,7,1.0435459999999999,562.8441200000001,true
2,17,1.1922,2169.23434,true
38,22,0.151284,65.32152,true
38,13,0.061096,42.73835,true
56,14,9.5976,0.0,true
17,22,0.13607999999999998,157.48363,false
23,14,0.676368,5427.780400000001,true
56,2,0.558,5388.0368499999995,true
56,7,0.1401,982.2643199999999,true
24,14,1.2228740000000002,1671.9315,true
25,9,1.712172,0.0,true
38,14,0.49296,269.82909,true
56,2,5.49,8769.63956,false
25,9,2.162664,476.33984999999996,true
42,9,0.34748,71.89809,true
17,22,0.291312,160.15367999999998,true
10,9,4.85016,3307.888,true
10,14,0.47368400000000005,638.2089,true
17,9,0.05158000000000001,0.0,false
42,2,0.17828999999999998,507.82952,true
38,2,0.14184,24.599520000000002,true
56,9,0.28065599999999996,0.0,true
5,14,0.24552000000000002,7749.20928,true
56,2,10.348128,0.0,false
5,14,0.21608999999999998,252.40292,true
10,9,1.7858399999999999,2739.0879999999997,true
17,22,0.06236,0.0,true
25,9,1.41141,318.38552000000004,true
52,14,15.279264,53903.850000000006,true
38,15,0.050660000000000004,39.384060000000005,false
24,14,1.1969999999999998,671.76,true
38,22,0.17438399999999998,18.6609,true
42,25,0.298944,13.689630000000001,true
51,14,2.468414,524.1175800000001,true
11,22,2.652567,60.76932,true
11,22,3.8748,70.2525,true
17,22,0.025752,0.0,false
51,17,0.09585,1433.75232,true
7,22,0.64056,0.0,true
17,9,0.04731,0.0,true
17,22,0.04263,55.99062,true
17,22,0.60144,48.2876,true
12,14,1.9395600000000002,2013.0500000000002,true
6,22,0.44971199999999995,260.97216000000003,true
12,14,0.037380000000000004,0.0,false
7,22,6.7463999999999995,2166.08616,true
6,2,1.6444799999999997,1376.7530000000002,true
11,9,0.0532,97.85864000000001,true
2,17,0.15506399999999998,394.81152,true
6,2,0.08135999999999999,0.0,true
55,14,1.268352,1643.99376,false
11,22,0.24036000000000002,0.0,true
17,22,0.24191999999999997,340.64472,true
17,2,0.025775999999999997,164.07047999999998,true
7,22,0.28224,323.98339,true
17,22,0.01606,0.0,true
10,14,0.298656,877.7633199999999,true
20,2,0.196128,390.97440000000006,true
23,9,0.136668,0.0,true
33,2,0.13391999999999998,197.09474999999998,false
2,14,0.35313,491.38784999999996,true
26,14,2.01072,0.0,true
22,9,0.3381,595.7667,true
22,9,0.87255,2080.61235,true
12,2,1.09368,627.1089000000001,true
2,14,3.3333120000000003,2982.79675,true
54,3,0.036936,45.16137,true
45,2,0.061568,83.7375,true
22,9,0.113316,0.0,true
39,2,0.239096,1284.3765,true
22,2,0.71232,906.23546,true
33,14,0.10254200000000001,187.21328,false
31,14,0.8550719999999999,1123.13807,true
54,3,0.026808000000000002,72.05271,true
22,9,2.22915,2085.18345,true
18,14,0.8108559999999999,63.58968000000001,true
20,9,0.66864,433.3428,true
22,9,3.2140500000000003,2219.26905,true
20,14,1.239552,156.98536000000001,true
10,14,0.55629,47.932,false
54,14,0.48324300000000003,280.56369,true
54,14,1.5876,1151.56448,false
22,9,0.12604200000000002,0.0,false
10,14,1.210968,3146.6624,true
33,14,0.5903999999999999,992.1156000000001,true
54,3,0.0114,46.76949,true
33,2,0.21852,94.176,true
22,9,2.121,1096.30215,true
26,14,17.835839999999997,1537.88618,true
27,2,2.685312,606.1993,true
54,14,0.39067199999999996,94.26596,true
20,2,0.23931600000000003,113.39966000000001,false
22,9,0.125286,0.0,true
22,9,0.019530000000000002,0.0,true
22,9,0.058632,0.0,true
10,2,0.4888799999999999,664.5935999999999,true
27,14,0.850356,1413.2880000000002,true
23,2,0.09076200000000001,0.0,false
20,2,1.2144,292.4942,true
10,14,0.147672,379.72776000000005,true
49,14,0.07228200000000001,82.51468,false
49,17,0.011928,150.08902999999998,false
38,14,0.16254000000000002,479.55354,true
22,9,1.18755,478.4418,true
22,9,2.43705,2336.5939500000004,true
23,9,3.1248,1884.8549999999998,true
38,14,9.12384,15331.087379999999,true
22,9,0.007980000000000001,0.0,true
27,14,1.3428,1278.9375,true
22,9,0.34755,507.3921,true
22,9,0.012474,0.0,true
23,2,0.82404,659.8657999999999,true
2,14,0.4055039999999999,740.8524,true
49,2,0.169176,95.8521,false
39,2,3.85056,1196.3142400000002,true
22,9,0.036204,0.0,true
12,14,3.476088,4538.7552000000005,true
26,14,0.382676,0.0,true
49,14,0.194688,223.15610999999998,true
45,2,0.1398,156.31199999999998,true
38,14,0.7122239999999999,0.0,false
18,2,0.501696,2986.7651100000003,false
45,2,0.087318,88.89174999999999,false
26,14,3.58976,1461.37625,true
20,14,0.06162,595.5532799999999,true
12,2,2.350578,1963.7975,true
20,9,0.07041599999999999,22.979580000000002,true
20,9,0.055608000000000005,102.98496,false
18,14,0.459648,895.29468,true
38,2,0.6969599999999999,1661.60688,true
33,14,0.05208,305.83399999999995,true
39,14,0.08736,433.48486999999994,true
54,2,0.34214399999999995,832.9349100000001,true
39,9,0.23981999999999998,341.74080000000004,true
18,14,5.609,2115.2592600000003,true
45,14,0.051765,61.3919,true
10,9,0.36804600000000004,93.1209,true
54,14,0.4763699999999999,1144.8352,true
18,14,0.105768,148.14389,false
58,9,0.6554099999999999,460.20709,true
12,2,1.43136,795.1139999999999,true
2,14,1.651104,1382.6321300000002,true
18,14,0.45599999999999996,635.34114,true
17,9,0.27455999999999997,125.34472,true
51,17,0.86938,3651.4049,true
18,14,0.42177599999999993,37.70091,true
58,14,0.045,239.95996000000002,true
51,14,13.760603999999999,14322.38232,true
54,2,0.103456,0.0,true
2,14,0.10843199999999999,314.20272000000006,true
54,2,0.25689599999999996,833.84016,true
12,9,0.23099999999999998,957.4782299999999,true
56,2,7.30944,11640.49236,true
18,14,2.297524,433.95072,true
17,9,0.043199999999999995,220.89639000000003,true
5,14,4.61664,945.2882599999999,true
52,14,15.956667000000001,51888.82608,true
52,14,76.886054,9126.41184,true
8,2,1.1894399999999998,2925.5456200000003,true
40,14,1.43424,4557.61258,true
18,14,0.796152,591.90306,false
50,2,0.31953599999999993,0.0,true
1,9,0.173488,0.0,true
5,14,4.250304,373.12493,true
51,2,0.024024,130.79088,true
12,9,0.749232,667.0102499999999,true
18,14,0.241488,2481.46823,true
12,14,2.449656,2990.3272,true
13,9,2.0028,403.19748000000004,true
54,14,1.7533439999999998,539.4312,true
8,2,0.079232,59.924800000000005,false
52,14,72.475268,135861.22368,true
52,14,139.372189,103636.52208,true
18,14,0.750342,620.21169,true
2,14,0.15057399999999999,338.6532,true
12,9,0.212256,0.0,true
40,14,0.770976,143.51749999999998,false
13,9,21.319200000000002,0.0,true
17,22,0.93888,601.2916,true
56,14,4.7304,12055.176000000001,true
8,2,0.21218399999999998,0.0,true
17,22,0.043056,0.0,true
48,14,1.57968,1574.7115999999999,true
48,14,0.12574800000000003,41.32224,true
11,22,0.0468,22.11726,true
7,22,1.2474,896.808,true
52,14,56.518559999999994,19000.3968,true
48,14,0.70854,668.4348,true
7,2,1.0151999999999999,608.73617,true
48,2,1.29318,719.59004,false
54,2,0.191808,324.42972,true
48,14,0.062265,16.7895,true
48,14,0.36791999999999997,924.6853,true
48,14,0.95904,1599.43091,true
47,14,0.022823999999999997,293.26524000000006,true
11,22,0.722358,1085.3633399999999,true
11,2,0.525531,198.67315,true
42,14,0.49492800000000003,703.5251499999999,true
48,14,0.618624,279.78443999999996,true
42,9,0.19470399999999996,112.45185000000001,false
48,14,0.006783000000000001,74.36457,true
52,14,67.70736,79785.216,true
48,14,0.088416,588.928,true
42,14,2.0718720000000004,3456.54251,true
7,22,0.26922,143.42472,false
24,9,2.766,1604.328,true
48,14,0.15763200000000002,132.04296,true
54,14,0.215354,564.82908,true
45,14,0.8248680000000002,775.43934,true
48,14,0.31031999999999993,55.482330000000005,true
45,14,0.564696,1226.19036,true
48,2,0.061487999999999994,126.5152,true
48,14,0.053495999999999995,293.05476,true
48,14,1.33812,1892.2843799999998,false
48,14,0.16581600000000002,428.1916999999999,true
45,14,0.3663,707.3924,true
56,14,11.3976,15489.31813,true
48,14,0.021840000000000002,61.93272,true
7,22,0.46334400000000003,87.03968,true
56,6,0.0041719999999999995,104.52603,false
56,2,2.64384,5309.7324,true
11,2,0.30504,24.454900000000002,true
25,2,0.21988799999999997,0.0,true
25,22,6.5814,4362.4973,false
3,22,0.219744,217.32354999999998,true
25,27,1.51344,341.108,true
40,2,2.3112,448.89390000000003,true
3,14,0.06408,562.36726,true
29,9,0.7250399999999999,762.2599399999999,true
29,9,0.31248,1040.59244,true
29,12,0.04594800000000001,0.0,true
25,1,0.999,271.50543999999996,true
56,14,3.36672,5143.896070000001,true
56,6,8.900000000000001E-4,301.28091,true
41,2,1.96378,5952.308,true
29,14,5.6232,10924.641090000001,true
32,14,0.611814,0.0,true
22,9,11.457600000000001,6799.5841199999995,true
41,14,0.299754,370.29564,true
13,9,4.28256,2274.69639,true
25,2,0.293616,0.0,true
11,22,0.02292,0.0,true
37,2,0.097581,70.3296,true
29,2,0.35207999999999995,227.52,true
52,14,53.923967999999995,46478.033279999996,true
37,14,0.7956,3263.71104,true
47,2,0.041631999999999995,11.269440000000001,true
11,22,1.461,230.30768,true
41,14,1.6494660000000003,307.03733000000005,true
35,14,4.011679,28325.580919999997,true
13,9,1.2871540000000001,0.0,true
41,14,0.214416,351.74736,true
29,9,0.465984,619.88112,false
13,9,11.956512000000002,15860.856000000002,true
41,15,0.232722,110.41425,true
40,14,0.10458000000000002,0.0,true
7,22,0.21539999999999998,0.0,false
7,22,0.4674,648.018,false
52,14,6.7325,6455.7675,true
15,2,0.46382399999999996,97.48210999999999,true
41,2,0.6552,1650.67312,true
41,2,0.108108,0.0,true
41,22,0.177888,162.24978,true
25,2,0.160992,0.0,true
22,22,0.760608,0.0,true
25,22,13.4274,3812.0460700000003,true
22,9,0.228096,0.0,true
37,2,0.22032,1297.7364,true
37,14,0.196704,814.14516,true
22,9,0.581238,0.0,true
35,14,6.130800000000001,11978.1662,true
47,14,0.2556,295.05575999999996,true
3,9,0.24047999999999997,427.97172,true
30,14,9.85536,12633.13414,true
29,9,2.100924,0.0,false
30,14,0.261492,146.46402,true
21,22,0.452304,0.0,true
8,14,0.37737,338.79215999999997,true
50,14,0.060974999999999994,267.15466,true
52,14,70.21728,89981.2368,true
38,13,0.021168000000000003,161.32065000000003,true
38,15,0.22924500000000003,28.175,true
50,2,0.14899199999999999,132.884,true
23,9,1.259712,807.50474,false
38,14,0.145152,394.26048,true
38,14,0.1176,293.8191,false
14,1,0.5937,159.38009,true
35,14,1.6372799999999998,1031.21844,true
14,27,0.052794,14.5236,true
35,14,4.6692,1294.14453,false
13,9,8.696232,19998.9,true
26,14,0.8358119999999999,763.2869400000001,false
50,9,0.462,1023.57432,true
27,14,0.04348799999999999,172.07043,true
26,2,0.189893,73.12032,true
27,2,0.26006399999999996,463.91325,true
14,2,0.293616,100.27862,true
27,1,0.21168,23.174439999999997,true
8,14,0.459069,80.69273,true
50,9,0.08320200000000001,0.0,true
38,13,0.081536,102.55069999999999,true
13,9,0.16607999999999998,0.0,true
38,22,0.15601600000000002,72.70537999999999,true
50,14,0.337248,646.05504,true
30,14,5.434559999999999,8160.959019999999,false
13,9,1.1886,0.0,true
26,14,1.617264,6578.21178,true
52,14,87.091402,81225.27504,true
14,3,0.02478,44.729279999999996,true
38,22,0.21798,32.03172,false
21,22,7.0632,4854.90798,true
13,9,6.021599999999999,584.97312,true
21,14,0.89712,1162.44312,true
25,14,0.70884,856.0844599999999,false
25,14,5.46084,11389.27229,true
36,2,0.42278399999999994,155.42423999999997,true
45,14,5.0489999999999995,12694.56126,true
21,14,0.126864,603.0370200000001,true
24,13,6.983999999999999,2524.7336,false
24,9,0.79344,1789.4958,true
42,25,0.104004,57.824760000000005,true
3,14,0.171216,522.7636,true
44,14,0.54,761.73296,false
43,14,1.39968,1055.94885,true
26,14,9.114335999999998,31570.352,true
23,9,0.29635199999999995,189.65952000000001,false
35,14,0.41364,469.92609,true
52,14,32.036004,48454.660800000005,true
36,22,0.071484,156.20687999999998,true
37,15,0.01029,42.79716,true
21,20,0.0,0.0,true
30,9,0.037338,109.38718999999999,false
18,14,0.32767199999999996,875.6976299999999,true
44,14,0.172224,0.0,true
15,23,0.172368,91.84125,true
50,2,0.6238079999999999,374.81938,true
5,25,0.29322000000000004,31.6851,false
21,2,0.39499199999999995,204.55176,true
21,2,0.23399999999999999,27.25352,true
15,9,0.375408,305.54427999999996,true
45,2,1.724544,1565.85173,true
45,15,0.039816,15.3648,true
15,23,0.36684,12.4206,true
3,9,0.28872,98.58521999999999,true
26,7,0.965645,6420.65808,true
50,14,0.11016,482.99142,false
3,9,0.07165200000000001,89.86404,true
45,3,0.035154,68.98524,true
50,14,1.572792,226.76284,true
36,2,0.29952,151.07693999999998,true
42,2,0.629675,353.6918,true
23,13,0.240912,170.34214,true
36,14,0.14140799999999998,373.4055,false
37,2,0.300096,0.0,true
24,14,9.858816000000001,5865.272,true
43,15,0.6425279999999999,58.19443,true
37,14,7.3152,6984.90765,true
44,14,5.909760000000001,15277.005,true
37,14,0.052248,614.69156,false
37,14,0.458496,1161.12887,false
30,14,1.05984,5073.4734,true
45,15,0.049308,28.322779999999998,true
50,14,0.90972,4430.75442,true
50,2,8.059800000000001,8732.21358,false
3,2,0.24408,301.96274999999997,true
43,2,0.28382399999999997,49.5672,true
6,14,0.854064,1142.9682500000001,true
12,2,2.71026,1665.0440999999998,true
24,9,6.1536,6198.54,true
18,14,0.1533,903.6424000000001,true
23,2,0.19630800000000004,163.24319000000003,true
12,14,0.115776,75.96008,true
45,2,0.11232,202.42206000000002,true
52,14,111.603492,28422.030000000002,true
36,2,0.21218399999999998,128.76434999999998,true
36,22,3.1799999999999997,920.3143999999999,true
5,14,1.4221439999999999,1631.8104599999997,true
42,14,0.697752,3862.55674,true
30,2,0.45662400000000003,91.32324,true
12,14,5.0751360000000005,1091.3252000000002,true
18,14,0.23620000000000002,116.63116000000001,true
44,14,0.46120000000000005,920.0247500000002,true
15,2,0.034272,307.10097,true
18,3,0.016368,27.76884,true
42,9,0.23290000000000002,41.43546,true
21,9,0.01008,39.44039,true
37,2,1.7150400000000001,799.769,true
50,14,0.43148000000000003,621.4308,true
15,22,0.12827999999999998,128.31708,true
21,20,0.0,0.0,true
30,14,0.13888199999999998,243.97439999999997,true
37,14,0.41241599999999995,0.0,true
18,14,0.49222800000000005,1001.0683999999999,true
45,14,1.04976,1637.3643200000001,true
36,2,0.22003199999999998,0.0,true
36,14,0.005977,104.33568,true
45,2,0.29923199999999994,0.0,true
44,12,0.055566000000000004,44.220400000000005,true
15,22,0.17094000000000004,15.10418,true
6,9,0.12096,906.84672,true
26,2,0.030744000000000004,34.240320000000004,true
45,14,1.2474,1149.51184,true
5,1,0.6516000000000001,147.8568,true
34,20,0.0,0.0,true
3,22,0.43545599999999995,90.18554999999999,true
7,22,1.5531599999999999,240.53848,false
3,14,0.18878399999999998,224.6398,true
3,2,0.255312,257.88876,true
40,14,0.6589439999999999,646.03758,true
34,2,1.8552,528.7272800000001,true
7,2,1.11456,445.59196000000003,false
25,14,4.661712,13438.425,true
30,14,6.5448,1166.05285,false
34,9,0.036719999999999996,0.0,true
25,22,13.2468,1012.63501,true
7,9,0.32736000000000004,135.01665,true
25,9,12.478200000000001,6275.05803,true
3,20,0.0,0.0,true
30,2,0.26999999999999996,0.0,true
3,9,0.38217599999999996,276.03609,true
15,23,0.138672,144.36800000000002,true
34,20,0.0,0.0,true
3,14,0.45792,247.31325,true
40,14,0.3168,228.14556,true
40,14,0.2823,0.0,true
34,22,0.36852,115.06259999999999,true
30,2,3.2889599999999994,4251.8827200000005,true
30,14,0.08366399999999999,827.3817600000001,true
25,2,0.07415999999999999,192.5196,true
15,22,0.215856,0.0,true
34,9,1.6025999999999998,107.69808,true
15,22,0.19188,67.50568,true
30,14,0.17539200000000002,219.26776,true
3,9,0.064512,266.82624000000004,true
15,22,0.12936,0.0,true
52,14,29.102975999999998,11910.20544,false
15,23,0.05388,67.39797999999999,true
25,2,0.05368800000000001,0.0,true
34,14,0.028672,125.52198,true
30,14,0.61776,0.0,true
25,9,0.054576,0.0,true
7,22,0.259392,270.0702,true
25,9,1.280832,0.0,false
52,14,1.0925,2457.1809,true
34,20,0.0,0.0,true
3,20,0.0,0.0,true
25,14,1.4769640000000002,2669.05464,true
24,9,9.120000000000001,6481.2006599999995,true
34,14,0.11887199999999999,313.84206,true
40,14,0.181503,173.70451,true
24,14,4.682304,15538.163200000003,true
15,22,2.135808,846.08196,true
30,14,0.30415000000000003,284.13144,true
25,22,0.6754020000000001,0.0,false
34,20,0.0,0.0,true
55,3,0.006408,0.0,true
22,9,0.042047999999999995,50.366479999999996,true
37,7,0.33061999999999997,0.0,true
7,22,0.52848,0.0,true
15,27,0.27132,40.46635,true
40,14,0.6903359999999998,0.0,true
3,22,0.115038,32.52612,true
32,2,0.288414,1835.3799999999999,false
32,3,0.174216,209.51718,true
3,27,0.15384,25.770509999999998,true
37,2,0.965664,421.71213,true
55,15,0.11020800000000001,0.0,true
32,15,0.32747400000000004,99.20336999999999,false
32,15,0.30311999999999995,144.61875,true
37,2,0.172656,0.0,true
55,14,1.13544,1705.0306199999998,true
25,9,0.5442359999999999,0.0,true
3,22,0.007476,20.20082,true
22,27,2.2956,527.69178,true
3,25,0.090342,23.11666,true
32,14,7.06923,13053.1119,true
15,22,0.40132799999999996,0.0,true
55,3,0.008837999999999999,0.0,true
3,14,0.33926399999999995,40.00275,true
3,25,0.064746,59.19508,true
32,2,0.07875,0.0,true
55,12,0.015960000000000002,0.0,false
3,22,0.036750000000000005,41.96294,true
32,7,0.369,122.46957000000002,true
40,2,0.10627199999999999,0.0,false
37,14,3.8376,1714.5210499999998,true
3,14,0.17193599999999998,401.76675000000006,true
37,14,0.139896,229.32144,true
40,14,0.738492,270.57786,true
15,22,1.419552,114.33720000000001,true
37,14,0.8521920000000001,2330.71002,true
25,22,0.11592000000000001,0.0,false
7,14,0.325152,997.68053,true
40,14,3.848544,4431.730680000001,true
25,22,8.0766,6386.793070000001,false
25,22,6.930000000000001,7930.61008,true
32,14,0.163296,0.0,false
22,27,2.5776,163.67274,false
55,12,0.131166,0.0,true
3,1,0.1563,25.31682,true
3,14,0.073391,60.698260000000005,true
32,14,0.625632,0.0,true
3,14,0.075919,359.34787,true
15,9,0.29592,207.89202,false
25,22,0.795816,0.0,true
37,14,0.061152000000000005,35.2638,true
32,3,0.16304400000000002,287.78882,true
37,2,0.016968,44.97996,true
32,2,0.051030000000000006,0.0,true
3,27,0.08832,44.28279,true
53,14,9.450144,9428.08604,true
7,14,0.22767800000000002,484.41094,true
7,22,0.5112,1069.36032,true
37,14,0.37044000000000005,294.06804,true
3,14,0.17481599999999997,559.6519999999999,true
40,2,3.4416,2682.53622,true
33,14,0.181728,1028.92056,true
50,14,0.034365,58.83462000000001,true
34,14,0.21361600000000003,199.992,true
41,2,0.70219,320.36352000000005,true
22,14,0.31426200000000004,613.9296800000001,true
17,22,0.066234,30.430049999999998,true
9,2,0.9263939999999999,41.9896,true
22,14,0.042344,118.84184000000002,true
23,14,0.244663,0.0,true
45,12,0.103026,50.343300000000006,true
2,14,0.08895399999999999,68.77848,true
31,14,0.064281,27.96238,true
11,2,0.22188,20.55382,true
28,14,0.43891199999999997,1091.04643,true
